run_id,algorithm,d,density,n_samples,ds,dp,runtime_sec,graph_seed,noise_seed,status,error_message
44,ges,4,0.2,20,0.0,0.0,0.014096926897764206,3267007163,1681990798,ok,
44,boss,4,0.2,20,0.0,0.0,0.012901501962915063,3267007163,1681990798,ok,
45,pc,4,0.2,20,0.0,0.0,0.01387977204285562,1409501673,3823699225,ok,
45,ges,4,0.2,20,0.0,0.0,0.014097200008109212,1409501673,3823699225,ok,
45,boss,4,0.2,20,0.0,0.0,0.01292484300211072,1409501673,3823699225,ok,
46,pc,4,0.2,20,0.0,0.0,0.011005648877471685,1133558434,975634434,ok,
46,ges,4,0.2,20,1.0,0.0,0.01245684688910842,1133558434,975634434,ok,
46,boss,4,0.2,20,1.0,0.0,0.009580099023878574,1133558434,975634434,ok,
47,pc,4,0.2,20,0.0,0.0,0.019098441116511822,3067347643,2676568404,ok,
47,ges,4,0.2,20,0.0,0.0,0.01926122489385307,3067347643,2676568404,ok,
47,boss,4,0.2,20,1.0,0.0,0.017766870092600584,3067347643,2676568404,ok,
48,pc,4,0.2,20,0.0,0.0,0.01134621212258935,208505582,360843152,ok,
48,ges,4,0.2,20,1.0,0.0,0.012188257183879614,208505582,360843152,ok,
48,boss,4,0.2,20,0.0,0.0,0.009943925077095628,208505582,360843152,ok,
49,pc,4,0.2,20,0.0,0.0,0.01764990296214819,1619799227,3576179382,ok,
49,ges,4,0.2,20,1.0,0.0,0.01872584386728704,1619799227,3576179382,ok,
49,boss,4,0.2,20,0.0,0.0,0.016369706019759178,1619799227,3576179382,ok,
0,pc,4,0.2,50,1.0,0.0,0.02295980602502823,1721626190,3380561488,ok,
0,ges,4,0.2,50,1.0,0.0,0.02369929989799857,1721626190,3380561488,ok,
0,boss,4,0.2,50,0.0,0.0,0.02157999901100993,1721626190,3380561488,ok,
1,pc,4,0.2,50,0.0,0.0,0.01943143899552524,1359211871,1028083928,ok,
1,ges,4,0.2,50,2.0,0.0,0.021657083882018924,1359211871,1028083928,ok,
1,boss,4,0.2,50,0.0,0.0,0.018250935012474656,1359211871,1028083928,ok,
2,pc,4,0.2,50,1.0,0.0,0.01767778187058866,3400277763,3764471105,ok,
2,ges,4,0.2,50,1.0,0.0,0.018720573978498578,3400277763,3764471105,ok,
2,boss,4,0.2,50,1.0,0.0,0.01617086911574006,3400277763,3764471105,ok,
3,pc,4,0.2,50,0.0,0.0,0.01381072704680264,340589675,251547793,ok,
3,ges,4,0.2,50,0.0,0.0,0.014491362031549215,340589675,251547793,ok,
3,boss,4,0.2,50,0.0,0.0,0.012956666992977262,340589675,251547793,ok,
4,pc,4,0.2,50,0.0,0.0,0.013872169889509678,2883053997,1443611781,ok,
4,ges,4,0.2,50,0.0,0.0,0.014120240928605199,2883053997,1443611781,ok,
4,boss,4,0.2,50,0.0,0.0,0.012859788024798036,2883053997,1443611781,ok,
5,pc,4,0.2,50,1.0,1.0,0.011064712889492512,2463802551,645445394,ok,
5,ges,4,0.2,50,1.0,0.0,0.011407661950215697,2463802551,645445394,ok,
5,boss,4,0.2,50,0.0,0.0,0.01804416603408754,2463802551,645445394,ok,
6,pc,4,0.2,50,0.0,0.0,0.018273742171004415,3693847573,1934192850,ok,
6,ges,4,0.2,50,1.0,0.0,0.01197680295445025,3693847573,1934192850,ok,
