algorithm,d,density,n_samples,n_valid,ds_mean,ds_std,ds_ci95_low,ds_ci95_high,dp_mean,dp_std,dp_ci95_low,dp_ci95_high,runtime_sec_mean,runtime_sec_std
boss,4,0.8,100,50,0.92,0.8290638930598234,0.6901952132787483,1.1498047867212517,0.4,0.8571428571428572,0.16241212152132004,0.63758787847868,0.010128964958712459,0.003370691246355136
boss,4,0.8,500,50,0.18,0.43752550946038726,0.05872411616483679,0.3012758838351632,0.06,0.2398979374820952,0.0,0.12649631568741232,0.008514684801921248,0.004058566449668517
boss,4,0.8,1000,50,0.18,0.3880879344916036,0.07242751281112814,0.28757248718887185,0.12,0.4351870346207948,0.0,0.24062769167981288,0.0092466812254861,0.003642067821175808
boss,4,0.8,5000,50,0.12,0.32826072265931594,0.02901076986807724,0.21098923013192275,0.04,0.28284271247461895,0.0,0.11839999999999998,0.010220254641026258,0.0029226347760045084
boss,4,0.8,10000,50,0.06,0.23989793748209523,0.0,0.12649631568741232,0.04,0.19794866372215741,0.0,0.09486857023834319,0.010709952898323535,0.0028316473722466338
boss,6,0.2,20,50,1.36,1.1385633625812157,1.0444063371992398,1.6755936628007604,0.02,0.1414213562373095,0.0,0.0592,0.029808540865778922,0.012533410899787796
boss,6,0.2,50,50,0.44,0.61145527311522,0.27051324535527854,0.6094867546447215,0.08,0.39589732744431483,0.0,0.18973714047668638,0.023783797128126026,0.010013160986255952
boss,6,0.2,100,50,0.16,0.42185208743524,0.04306856710020185,0.27693143289979816,0.06,0.3136356914300021,0.0,0.14693537829905612,0.02692327823024243,0.011363563011027093
boss,6,0.2,500,50,0.02,0.14142135623730948,0.0,0.05919999999999999,0.0,0.0,0.0,0.0,0.027419091179035605,0.0132657871801617
boss,6,0.2,1000,50,0.02,0.1414213562373095,0.0,0.0592,0.0,0.0,0.0,0.0,0.023996036616154015,0.010324869366858122
boss,6,0.2,5000,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02623787327669561,0.01112394628199861
boss,6,0.2,10000,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027291859900578856,0.01043485554112912
boss,6,0.5,20,50,4.14,1.8071287407692584,3.6390894690665805,4.640910530933419,0.7,1.0151907431108498,0.418603482608615,0.9813965173913849,0.0230957491742447,0.009372835981352225
boss,6,0.5,50,50,2.18,1.5608736433844492,1.7473478995775014,2.612652100422499,0.6,1.0690449676496976,0.30367585316076584,0.8963241468392341,0.021602301360107958,0.006509077818145518
boss,6,0.5,100,50,1.32,1.2687773320671152,0.9683128663143903,1.6716871336856098,0.62,1.0859022393702793,0.3190032558315623,0.9209967441684377,0.023785744956694544,0.0076791818754168755
boss,6,0.5,500,50,0.48,0.7886956423909863,0.2613847214854369,0.6986152785145631,0.34,0.6883876458946718,0.14918867958111084,0.5308113204188892,0.024005572153255342,0.007847484930078292
boss,6,0.5,1000,50,0.34,0.7453255691854618,0.13340629244819682,0.5465937075518033,0.26,0.5996597674804388,0.0937827927078547,0.4262172072921453,0.02305866960901767,0.00593567481817685
boss,6,0.5,5000,50,0.06,0.2398979374820952,0.0,0.12649631568741232,0.04,0.19794866372215741,0.0,0.09486857023834319,0.024457124639302493,0.0065443736513656585
boss,6,0.5,10000,50,0.18,0.5955618167335951,0.014918686702582867,0.3450813132974171,0.08,0.3404678653660853,0.0,0.1743728774595752,0.023508302727714182,0.00668736160405271
boss,6,0.8,20,50,6.82,1.6744173522117343,6.355875189200146,7.284124810799854,1.9,1.6567733578204573,1.4407658549280118,2.359234145071988,0.016300249863415956,0.0038371775178816427
boss,6,0.8,50,50,6.56,1.6308255077520384,6.107958232018323,7.012041767981676,2.62,2.0292755317288655,2.0575135201624843,3.182486479837516,0.017946412498131396,0.0045645322681551566
boss,6,0.8,100,50,5.02,1.5970636320754283,4.5773165465030345,5.462683453496965,3.5,2.261027398763488,2.8732751800032172,4.126724819996783,0.018863160996697843,0.00466836495163382
