d,density,n_samples,epsilon,delta,k,n_valid,ds_mean,ds_std,ds_ci95_low,ds_ci95_high,dp_mean,dp_std,dp_ci95_low,dp_ci95_high,bic_score_mean,bic_score_std,bic_score_ci95_low,bic_score_ci95_high,found_true_by_k_mean,found_true_by_k_std,found_true_by_k_ci95_low,found_true_by_k_ci95_high,is_true_at_k_mean,is_true_at_k_std,is_true_at_k_ci95_low,is_true_at_k_ci95_high
5,0.4,10000,1,1,5,50,0.88,0.5205962045225314,0.7356980942606786,1.0243019057393214,0.78,0.8154127538760192,0.5539791160091617,1.0060208839908382,-5805.072317845205,6410.320920568674,0.0,-4028.2220119788935,1.0,0.0,1.0,1.0,0.02,0.14142135623730948,0.0,0.05919999999999999
5,0.4,10000,1,1,6,50,0.94,0.5499536158548617,0.7875606350052585,1.0924393649947413,0.56,0.7045044574821688,0.3647213273293779,0.7552786726706222,-5805.392063868784,6410.182318886844,0.0,-4028.580176428602,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,1,1,7,50,1.1,0.5802884574739973,0.9391522458969352,1.260847754103065,0.72,0.7570080742566725,0.5101680672538138,0.9298319327461861,-5806.011243603562,6410.061389984392,0.0,-4029.232875944991,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,1,1,8,50,1.2,0.5345224838248488,1.051837926580383,1.348162073419617,0.74,0.7230886134196437,0.5395700621164592,0.9404299378835408,-5806.218450553982,6410.147243860888,0.0,-4029.4162854149718,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,1,1,9,50,1.28,0.607436903584837,1.1116270805622235,1.4483729194377766,0.86,0.880862286255314,0.6158374312061736,1.1041625687938263,-5806.5925554266105,6410.203800952647,0.0,-4029.7747134615825,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,1,1,10,50,1.24,0.4763809143009448,1.107953947427422,1.372046052572578,0.9,0.9741558354989898,0.6299777786921973,1.1700222213078026,-5806.59309575034,6410.121005631277,0.0,-4029.7982034775227,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,1,2,1,50,0.02,0.14142135623730948,0.0,0.05919999999999999,0.02,0.14142135623730948,0.0,0.05919999999999999,-5802.337171648077,6410.148898257382,0.0,-4025.5345479337548,0.98,0.14142135623730948,0.9408,1.0191999999999999,0.98,0.14142135623730948,0.9408,1.0191999999999999
5,0.4,10000,1,2,2,50,0.28,0.4535573676110727,0.1542803118043956,0.40571968819560444,0.86,0.6064281507654606,0.6919066925781993,1.0280933074218006,-5802.926297105424,6409.97531591981,0.0,-4026.1717879603148,0.98,0.14142135623730948,0.9408,1.0191999999999999,0.0,0.0,0.0,0.0
5,0.4,10000,1,2,3,50,0.5,0.5050762722761054,0.36,0.64,1.14,0.9691148917798074,0.8713750570032632,1.4086249429967366,-5803.623009779004,6410.361517871265,0.0,-4026.761450914532,0.98,0.14142135623730948,0.9408,1.0191999999999999,0.0,0.0,0.0,0.0
5,0.4,10000,1,2,4,50,0.8,0.67005939426049,0.6142690117400976,0.9857309882599025,0.9,0.8864052604279183,0.6543009971530206,1.1456990028469793,-5804.649551429258,6410.271628991824,0.0,-4027.8129084909788,0.98,0.14142135623730948,0.9408,1.0191999999999999,0.0,0.0,0.0,0.0
5,0.4,10000,1,2,5,50,0.84,0.46773444410699716,0.7103506266887495,0.9696493733112505,0.92,0.92228642237537,0.6643552464845015,1.1756447535154986,-5804.688655080793,6410.272514162472,0.0,-4027.851766785728,1.0,0.0,1.0,1.0,0.02,0.14142135623730948,0.0,0.05919999999999999
5,0.4,10000,1,2,6,50,0.84,0.5841442371503107,0.6780834782982292,1.0019165217017707,0.9,0.9741558354989899,0.6299777786921972,1.1700222213078029,-5804.714983347005,6410.340970864244,0.0,-4027.859119822308,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,1,2,7,50,0.98,0.552914356581818,0.8267399595458751,1.1332600404541249,1.1,1.164964745021435,0.7770882473492178,1.4229117526507824,-5805.361504091316,6409.913411059926,0.0,-4028.6241540979217,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,1,2,8,50,0.98,0.5529143565818179,0.8267399595458751,1.1332600404541249,1.28,1.2460549992775158,0.9346111756295523,1.6253888243704477,-5805.204203963264,6410.047846123145,0.0,-4028.429590471496,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,1,2,9,50,1.06,0.5499536158548617,0.9075606350052586,1.2124393649947414,1.38,1.3536044096999624,1.0048,1.7551999999999999,-5805.645762313824,6409.911265457786,0.0,-4028.909007051,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,1,2,10,50,1.14,0.5349041493385445,0.9917321342974141,1.2882678657025857,1.3,1.3286482312670196,0.9317174997369546,1.6682825002630455,-5806.192646761874,6409.864353595125,0.0,-4029.468894803963,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,2,1,1,50,0.02,0.14142135623730948,0.0,0.05919999999999999,0.02,0.14142135623730948,0.0,0.05919999999999999,-5802.337171648077,6410.148898257382,0.0,-4025.5345479337548,0.98,0.14142135623730948,0.9408,1.0191999999999999,0.98,0.14142135623730948,0.9408,1.0191999999999999
5,0.4,10000,2,1,2,50,0.38,0.49031435147801467,0.24409179568547013,0.5159082043145299,0.64,0.5252793231671495,0.49440000000000006,0.7856,-5803.205389864243,6410.075061914602,0.0,-4026.4232325399626,0.98,0.14142135623730948,0.9408,1.0191999999999999,0.0,0.0,0.0,0.0
5,0.4,10000,2,1,3,50,0.76,0.4763809143009448,0.6279539474274222,0.8920460525725779,0.84,0.7917946548886297,0.6205257190466272,1.0594742809533728,-5804.510522150405,6410.434091840906,0.0,-4027.6288468078737,0.98,0.14142135623730948,0.9408,1.0191999999999999,0.0,0.0,0.0,0.0
5,0.4,10000,2,1,4,50,0.78,0.4646701704940169,0.6512,0.9088,0.56,0.8121525944886797,0.33488278608689215,0.785117213913108,-5804.6178747423855,6410.5531287699705,0.0,-4027.7032040465106,0.98,0.14142135623730948,0.9408,1.0191999999999999,0.0,0.0,0.0,0.0
5,0.4,10000,2,1,5,50,0.82,0.38808793449160356,0.7124275128111281,0.9275724871888718,0.78,0.8154127538760192,0.5539791160091617,1.0060208839908382,-5804.836621619211,6410.345979542493,0.0,-4027.9793697597347,1.0,0.0,1.0,1.0,0.02,0.14142135623730948,0.0,0.05919999999999999
5,0.4,10000,2,1,6,50,0.78,0.41845195759648024,0.6640110350076354,0.8959889649923647,0.6,0.7284313590846835,0.3980891285740166,0.8019108714259833,-5804.919856737558,6410.293108532797,0.0,-4028.07725997428,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,2,1,7,50,0.96,0.34758643030275543,0.8636539570091225,1.0563460429908773,0.82,0.7743331561638659,0.6053657995565478,1.0346342004434521,-5805.420029344192,6410.139690133556,0.0,-4028.619957991575,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,2,1,8,50,0.96,0.40203563655629393,0.8485614070440586,1.0714385929559413,0.76,0.7439552323595164,0.5537861304373539,0.9662138695626461,-5805.377650730466,6409.991043373741,0.0,-4028.6187821575404,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,2,1,9,50,0.92,0.39589732744431483,0.8102628595233137,1.0297371404766864,0.86,0.880862286255314,0.6158374312061736,1.1041625687938263,-5805.522652010066,6410.079956446516,0.0,-4028.7391379907563,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,2,1,10,50,0.98,0.31879876577744853,0.8916334905068668,1.0683665094931332,1.02,0.9581018649775551,0.7544277122891021,1.285572287710898,-5805.765718057543,6410.037930124938,0.0,-4028.9938531402486,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,2,2,1,50,0.02,0.14142135623730948,0.0,0.05919999999999999,0.02,0.14142135623730948,0.0,0.05919999999999999,-5802.337171648077,6410.148898257382,0.0,-4025.5345479337548,0.98,0.14142135623730948,0.9408,1.0191999999999999,0.98,0.14142135623730948,0.9408,1.0191999999999999
5,0.4,10000,2,2,2,50,0.28,0.4535573676110727,0.1542803118043956,0.40571968819560444,0.86,0.6064281507654606,0.6919066925781993,1.0280933074218006,-5802.926297105424,6409.97531591981,0.0,-4026.1717879603148,0.98,0.14142135623730948,0.9408,1.0191999999999999,0.0,0.0,0.0,0.0
5,0.4,10000,2,2,3,50,0.5,0.5050762722761054,0.36,0.64,1.14,0.9691148917798074,0.8713750570032632,1.4086249429967366,-5803.617157444566,6410.365439496103,0.0,-4026.754511561148,0.98,0.14142135623730948,0.9408,1.0191999999999999,0.0,0.0,0.0,0.0
5,0.4,10000,2,2,4,50,0.66,0.4785181206984065,0.5273615440379376,0.7926384559620625,0.92,0.8769148144698747,0.6769316145608402,1.16306838543916,-5804.217963030619,6410.372122573127,0.0,-4027.3534646927606,0.98,0.14142135623730948,0.9408,1.0191999999999999,0.0,0.0,0.0,0.0
5,0.4,10000,2,2,5,50,0.82,0.43752550946038726,0.6987241161648368,0.9412758838351631,0.94,0.9348141799418792,0.6808827292517923,1.1991172707482076,-5804.59362431242,6410.326216033227,0.0,-4027.741850618221,1.0,0.0,1.0,1.0,0.02,0.14142135623730948,0.0,0.05919999999999999
5,0.4,10000,2,2,6,50,0.78,0.4646701704940169,0.6512,0.9088,0.94,0.9981615754036242,0.6633237270744019,1.216676272925598,-5804.554602770757,6410.281373227773,0.0,-4027.7152588680738,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,2,2,7,50,0.86,0.4045657788144656,0.7478600873907956,0.9721399126092044,1.22,1.233710183279092,0.8780329840467066,1.5619670159532935,-5805.041780745166,6409.922801345095,0.0,-4028.301827897518,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,2,2,8,50,0.84,0.46773444410699716,0.7103506266887495,0.9696493733112505,1.28,1.325418686256366,0.9126126839424094,1.6473873160575907,-5804.773563533498,6410.040598623304,0.0,-4028.0009589461934,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,2,2,9,50,0.94,0.3730732816343027,0.8365893622493314,1.0434106377506684,1.38,1.3536044096999624,1.0048,1.7551999999999999,-5805.26512308685,6410.054112315148,0.0,-4028.4887726952734,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,0.4,10000,2,2,10,50,0.94,0.3730732816343027,0.8365893622493314,1.0434106377506684,1.3,1.2494896917525644,0.9536591274481165,1.6463408725518835,-5805.467988103403,6409.900154018272,0.0,-4028.7343127744766,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
