run_id,d,density,n_samples,epsilon,delta,k,ds,dp,bic_score,is_true_at_k,found_true_by_k,graph_seed,noise_seed,frontier_size,status,error_message
0,10,0.4,20,1,1,1,17,6,-71.69555471180516,0,0,3653403230,2735729614,1,ok,
0,10,0.4,20,1,1,2,16,7,-68.51043021610903,0,0,3653403230,2735729614,2,ok,
0,10,0.4,20,1,1,3,17,7,-65.8571867925293,0,0,3653403230,2735729614,3,ok,
0,10,0.4,20,1,1,4,16,7,-63.24266823019086,0,0,3653403230,2735729614,4,ok,
0,10,0.4,20,1,1,5,15,7,-60.63456953733909,0,0,3653403230,2735729614,5,ok,
0,10,0.4,20,1,1,6,16,7,-58.62876025033614,0,0,3653403230,2735729614,6,ok,
0,10,0.4,20,1,1,7,15,7,-56.785599559140365,0,0,3653403230,2735729614,7,ok,
0,10,0.4,20,1,1,8,14,7,-55.32850682332871,0,0,3653403230,2735729614,8,ok,
0,10,0.4,20,1,1,9,13,7,-54.85402371093747,0,0,3653403230,2735729614,9,ok,
0,10,0.4,20,1,1,10,12,7,-52.75400705356759,0,0,3653403230,2735729614,10,ok,
1,10,0.4,20,1,1,1,12,5,-32.24510097419514,0,0,2195314464,1158725111,1,ok,
1,10,0.4,20,1,1,2,11,5,-28.25676553893861,0,0,2195314464,1158725111,2,ok,
1,10,0.4,20,1,1,3,12,5,-27.26146398194583,0,0,2195314464,1158725111,3,ok,
1,10,0.4,20,1,1,4,13,5,-26.49082477773935,0,0,2195314464,1158725111,4,ok,
1,10,0.4,20,1,1,5,12,5,-26.00903119324716,0,0,2195314464,1158725111,5,ok,
1,10,0.4,20,1,1,6,11,5,-25.912282868279632,0,0,2195314464,1158725111,6,ok,
1,10,0.4,20,1,1,7,10,5,-26.109313688559325,0,0,2195314464,1158725111,7,ok,
1,10,0.4,20,1,1,8,10,5,-26.11867246681407,0,0,2195314464,1158725111,8,ok,
1,10,0.4,20,1,1,9,11,6,-24.860101755253375,0,0,2195314464,1158725111,9,ok,
1,10,0.4,20,1,1,10,12,6,-24.956850080220903,0,0,2195314464,1158725111,10,ok,
2,10,0.4,20,1,1,1,9,4,-18.324055213104,0,0,1322117303,175979944,1,ok,
2,10,0.4,20,1,1,2,10,5,-15.878476271762654,0,0,1322117303,175979944,2,ok,
2,10,0.4,20,1,1,3,11,5,-14.087665271008493,0,0,1322117303,175979944,3,ok,
2,10,0.4,20,1,1,4,12,5,-12.569205161797473,0,0,1322117303,175979944,4,ok,
2,10,0.4,20,1,1,5,13,5,-11.57544051443369,0,0,1322117303,175979944,5,ok,
2,10,0.4,20,1,1,6,14,5,-10.693425791024616,0,0,1322117303,175979944,6,ok,
2,10,0.4,20,1,1,7,15,5,-10.962716558140801,0,0,1322117303,175979944,7,ok,
2,10,0.4,20,1,1,8,15,5,-11.093766987277103,0,0,1322117303,175979944,8,ok,
2,10,0.4,20,1,1,9,13,5,-11.215367088844221,0,0,1322117303,175979944,9,ok,
2,10,0.4,20,1,1,10,12,6,-11.228745370472385,0,0,1322117303,175979944,10,ok,
3,10,0.4,20,1,1,1,12,2,-72.8131893992137,0,0,323153948,70985653,1,ok,
3,10,0.4,20,1,1,2,13,2,-68.8567648637866,0,0,323153948,70985653,2,ok,
3,10,0.4,20,1,1,3,12,3,-64.94100918458832,0,0,323153948,70985653,3,ok,
3,10,0.4,20,1,1,4,11,2,-59.3080830014152,0,0,323153948,70985653,4,ok,
3,10,0.4,20,1,1,5,10,2,-52.736012789198526,0,0,323153948,70985653,5,ok,
