d,density,n_samples,epsilon,delta,k,n_valid,ds_mean,ds_std,ds_ci95_low,ds_ci95_high,dp_mean,dp_std,dp_ci95_low,dp_ci95_high,bic_score_mean,bic_score_std,bic_score_ci95_low,bic_score_ci95_high,found_true_by_k_mean,found_true_by_k_std,found_true_by_k_ci95_low,found_true_by_k_ci95_high,is_true_at_k_mean,is_true_at_k_std,is_true_at_k_ci95_low,is_true_at_k_ci95_high
10,0.4,20,1,1,1,50,12.26,2.9679237572032453,11.437333506212877,13.082666493787123,2.68,2.1893993212192018,2.073129470150346,3.2868705298496543,-59.128178053078244,25.003272504115337,0.0,-52.19762450558832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.4,20,1,1,2,50,11.9,3.045572229332549,11.055810447825845,12.744189552174156,3.2,2.3211538298959886,2.556608983587741,3.8433910164122596,-51.12227844804817,24.82877510162647,0.0,-44.240093112825186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.4,20,1,1,3,50,11.74,3.154588494784791,10.865592680725968,12.614407319274033,3.4,2.4327694808466287,2.7256707035876313,4.074329296412368,-47.73303946742411,24.48714578590922,0.0,-40.945548947273075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.4,20,1,1,4,50,11.54,3.157175177597977,10.664875688830437,12.415124311169562,3.48,2.4680819620564813,2.79588258317742,4.16411741682258,-45.094203925329374,23.948781445083124,0.0,-38.45594038702802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.4,20,1,1,5,50,11.26,3.293840881873628,10.346993888300851,12.173006111699149,3.46,2.383703172864971,2.7992711902754657,4.120728809724534,-42.76401260111274,23.84636831001911,0.0,-36.15413653554763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.4,20,1,1,6,50,11.32,3.0801537199911806,10.466224947658928,12.173775052341073,3.4,2.3299294900428698,2.7541764946984353,4.0458235053015645,-40.93012935809388,23.423740137982293,0.0,-34.43739984510491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.4,20,1,1,7,50,11.26,3.218631982183532,10.367840731707616,12.152159268292383,3.36,2.319042730023203,2.717194150617778,4.002805849382222,-39.56830136256994,23.29284003554525,0.0,-33.11185550681674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.4,20,1,1,8,50,11.2,3.3380918415851206,10.274728148055935,12.125271851944063,3.44,2.4003401119552255,2.774659666035494,4.105340333964506,-38.811591446005735,23.093436678583288,0.0,-32.41041738088501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.4,20,1,1,9,50,10.96,3.2511222552170116,10.058834887492864,11.861165112507138,3.48,2.358138317938668,2.8263574065286137,4.133642593471386,-38.15280441284471,22.96726758221865,0.0,-31.786602636981304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.4,20,1,1,10,50,10.88,3.185682254803738,9.99697393016967,11.763026069830332,3.64,2.4970186304503867,2.9478617479144793,4.332138252085521,-37.65425674919554,22.968505325255965,0.0,-31.287711888466074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
