d,density,n_samples,epsilon,delta,n_runs,n_success,success_rate_within_kmax,recover_k_mean_found_only,recover_k_std_found_only,recover_k_ci95_low_found_only,recover_k_ci95_high_found_only
8,0.4,20,1,1,50,4,0.08,5.75,2.362907813126304,3.4343503431362223,8.065649656863778
