d,density,n_samples,epsilon,delta,n_runs,n_success,success_rate_within_kmax,recover_k_mean_found_only,recover_k_std_found_only,recover_k_ci95_low_found_only,recover_k_ci95_high_found_only
8,0.4,1000,1,1,50,45,0.9,1.6888888888888889,2.0540671652095313,1.088732470819072,2.289045306958706
