d,density,n_samples,epsilon,delta,k,n_valid,ds_mean,ds_std,ds_ci95_low,ds_ci95_high,dp_mean,dp_std,dp_ci95_low,dp_ci95_high,bic_score_mean,bic_score_std,bic_score_ci95_low,bic_score_ci95_high,found_true_by_k_mean,found_true_by_k_std,found_true_by_k_ci95_low,found_true_by_k_ci95_high,is_true_at_k_mean,is_true_at_k_std,is_true_at_k_ci95_low,is_true_at_k_ci95_high
6,0.4,1000,1,1,1,50,0.2,0.5345224838248488,0.05183792658038294,0.3481620734196171,0.14,0.49528388066742046,0.0027143124721298872,0.27728568752787014,-715.5034613569474,812.0315640580195,0.0,-490.41979536763336,0.86,0.3505098327538656,0.7628436311917741,0.9571563688082259,0.86,0.3505098327538656,0.7628436311917741,0.9571563688082259
6,0.4,1000,1,1,2,50,0.38,0.5674864018868916,0.22270079466189285,0.5372992053381072,0.8,0.63887656499994,0.6229124510305708,0.9770875489694293,-688.3429840156855,801.9242771870828,0.0,-466.0609150120196,0.92,0.27404751561786966,0.844037904188997,0.995962095811003,0.06,0.23989793748209523,0.0,0.12649631568741232
6,0.4,1000,1,1,3,50,0.78,0.5816935163286381,0.6187627834524547,0.9412372165475453,0.84,0.7917946548886297,0.6205257190466272,1.0594742809533728,-689.03461153841,801.783356315737,0.0,-466.79160380740996,0.92,0.27404751561786966,0.844037904188997,0.995962095811003,0.0,0.0,0.0,0.0
6,0.4,1000,1,1,4,50,0.9,0.7354021529276429,0.6961569231001455,1.1038430768998546,0.66,0.8233827686279749,0.431769940630074,0.888230059369926,-689.5107741596638,801.9062270517534,0.0,-467.2337083982503,0.96,0.19794866372215741,0.9051314297616567,1.014868570238343,0.04,0.19794866372215741,0.0,0.09486857023834319
6,0.4,1000,1,1,5,50,1.0,0.6388765649999399,0.8229124510305708,1.1770875489694292,0.98,0.9365590516047865,0.7203990755024166,1.2396009244975834,-689.8067961970115,801.7372659161373,0.0,-467.57656407298043,0.96,0.19794866372215741,0.9051314297616567,1.014868570238343,0.0,0.0,0.0,0.0
6,0.4,1000,1,1,6,50,1.08,0.6337449432233953,0.9043348640167891,1.255665135983211,0.68,0.9133924207511877,0.42682053795775615,0.933179462042244,-690.0684229701735,801.7808412681453,0.0,-467.82611237479864,0.96,0.19794866372215741,0.9051314297616567,1.014868570238343,0.0,0.0,0.0,0.0
6,0.4,1000,1,1,7,50,1.28,0.7010196655077312,1.0856872623835483,1.4743127376164518,0.98,0.9145089013302412,0.7265110653302594,1.2334889346697406,-690.4982857927188,801.6419213968715,0.0,-468.2944818210875,0.98,0.1414213562373095,0.9408,1.0191999999999999,0.02,0.1414213562373095,0.0,0.0592
6,0.4,1000,1,1,8,50,1.22,0.6480740698407861,1.0403630327577311,1.3996369672422688,0.76,0.6869037302955033,0.5696,0.9504,-690.4789123252123,801.6616153102198,0.0,-468.26964947930765,0.98,0.1414213562373095,0.9408,1.0191999999999999,0.0,0.0,0.0,0.0
6,0.4,1000,1,1,9,50,1.36,0.59795570104161,1.1942551358261742,1.525744864173826,0.8,0.9035079029052513,0.5495603865200236,1.0504396134799765,-690.9422796663596,801.5779893613143,0.0,-468.7561967508723,0.98,0.1414213562373095,0.9408,1.0191999999999999,0.0,0.0,0.0,0.0
6,0.4,1000,1,1,10,50,1.3,0.5439837932759934,1.1492153854002338,1.4507846145997663,0.82,0.9189612592043082,0.5652769346918107,1.0747230653081892,-690.7515069952585,801.5225829249132,0.0,-468.5807819603962,0.98,0.1414213562373095,0.9408,1.0191999999999999,0.0,0.0,0.0,0.0
6,0.4,1000,1,2,1,50,0.2,0.5345224838248488,0.05183792658038294,0.3481620734196171,0.14,0.49528388066742046,0.0027143124721298872,0.27728568752787014,-715.5034613569474,812.0315640580195,0.0,-490.41979536763336,0.86,0.3505098327538656,0.7628436311917741,0.9571563688082259,0.86,0.3505098327538656,0.7628436311917741,0.9571563688082259
6,0.4,1000,1,2,2,50,0.24,0.5174505793221381,0.09657001708150417,0.38342998291849584,1.1,0.6144518047887592,0.9296826491516499,1.2703173508483503,-687.8213004999727,801.6036233235438,0.0,-465.6281122126651,0.88,0.32826072265931594,0.7890107698680773,0.9709892301319227,0.02,0.14142135623730948,0.0,0.05919999999999999
6,0.4,1000,1,2,3,50,0.6,0.6700593942604899,0.4142690117400976,0.7857309882599024,1.5,1.1994896874104761,1.1675184215629384,1.8324815784370616,-688.4321597836147,801.505179598241,0.0,-466.266258704792,0.9,0.30304576336566325,0.8160000000000001,0.984,0.02,0.14142135623730948,0.0,0.05919999999999999
6,0.4,1000,1,2,4,50,0.82,0.7196938124462857,0.6205110529377629,1.019488947062237,1.48,1.6811075066692174,1.0140207729951902,1.9459792270048097,-688.9476620734557,801.762190238444,0.0,-466.7105212797554,0.9,0.30304576336566325,0.8160000000000001,0.984,0.0,0.0,0.0,0.0
6,0.4,1000,1,2,5,50,0.82,0.6288960200872896,0.6456789169377382,0.9943210830622617,1.58,1.5265005999450683,1.1568756211230555,2.0031243788769446,-689.1245463194358,801.5328795565256,0.0,-466.95096720390325,0.9,0.30304576336566325,0.8160000000000001,0.984,0.0,0.0,0.0,0.0
6,0.4,1000,1,2,6,50,0.86,0.5349041493385445,0.7117321342974142,1.0082678657025856,1.3,1.5939938288872426,0.8581674525343341,1.741832547465666,-689.1935546181578,801.4676705040619,0.0,-467.03805052979646,0.92,0.27404751561786966,0.844037904188997,0.995962095811003,0.02,0.14142135623730948,0.0,0.05919999999999999
6,0.4,1000,1,2,7,50,1.14,0.6064281507654607,0.9719066925781992,1.3080933074218006,1.36,1.4251387329531342,0.9649716972165161,1.755028302783484,-689.7855457530708,801.3605965707228,0.0,-467.65972104481557,0.92,0.27404751561786966,0.844037904188997,0.995962095811003,0.0,0.0,0.0,0.0
6,0.4,1000,1,2,8,50,1.06,0.6197431989566817,0.8882159495180069,1.2317840504819932,1.26,1.225744255377865,0.9202410266085678,1.5997589733914324,-689.7224003826684,801.3957682605983,0.0,-467.5868265793698,0.92,0.27404751561786966,0.844037904188997,0.995962095811003,0.0,0.0,0.0,0.0
6,0.4,1000,1,2,9,50,1.08,0.6951728606055109,0.8873079140182453,1.272692085981755,1.4,1.2616801237611208,1.0502801120896896,1.7497198879103102,-689.6758074007668,801.4908536837552,0.0,-467.51387726284565,0.92,0.27404751561786966,0.844037904188997,0.995962095811003,0.0,0.0,0.0,0.0
6,0.4,1000,1,2,10,50,1.2,0.7284313590846836,0.9980891285740165,1.4019108714259834,1.26,1.396935421352244,0.8727892563473993,1.6472107436526007,-690.0300743296715,801.8591855264673,0.0,-467.7660478138166,0.92,0.27404751561786966,0.844037904188997,0.995962095811003,0.0,0.0,0.0,0.0
6,0.4,1000,2,1,1,50,0.2,0.5345224838248488,0.05183792658038294,0.3481620734196171,0.14,0.49528388066742046,0.0027143124721298872,0.27728568752787014,-715.5034613569474,812.0315640580195,0.0,-490.41979536763336,0.86,0.3505098327538656,0.7628436311917741,0.9571563688082259,0.86,0.3505098327538656,0.7628436311917741,0.9571563688082259
